Category,ID,Latitude,Longitude,Date,SMAP_Tile,SPL3SMP_009_Line_Y_36.032km,SPL3SMP_009_Sample_X_36.032km,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_soil_moisture_dca,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca_Recommended_Quality_Description,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca_Retrieval_Attempted_Description,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca_Retrieval_Successful_Description,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca_Retrieval_Successful_FT_Description,SPL3SMP_009_Soil_Moisture_Retrieval_Data_AM_retrieval_qual_flag_dca_Undefined_Description
none,centre,39.65,-7.65,2024-01-11,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-12,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-13,h00v00,73.0,461.0,0.3149529,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-14,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-15,h00v00,73.0,461.0,0.3274609,1.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-16,h00v00,73.0,461.0,0.3326145,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-17,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-18,h00v00,73.0,461.0,0.39573,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-19,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-20,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-21,h00v00,73.0,461.0,0.3592455,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-22,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-23,h00v00,73.0,461.0,0.3255566,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-24,h00v00,73.0,461.0,0.310534,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-25,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-26,h00v00,73.0,461.0,0.3414811,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-27,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-28,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-29,h00v00,73.0,461.0,0.2913405,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-30,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-01-31,h00v00,73.0,461.0,0.3088392,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-01,h00v00,73.0,461.0,0.3164665,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-02,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-03,h00v00,73.0,461.0,0.2876579,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-04,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-05,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-06,h00v00,73.0,461.0,0.2680725,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-07,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-08,h00v00,73.0,461.0,0.2690743,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-09,h00v00,73.0,461.0,0.3504145,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-10,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-11,h00v00,73.0,461.0,0.331342,1.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-12,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-13,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-14,h00v00,73.0,461.0,0.3557527,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-15,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-16,h00v00,73.0,461.0,0.3531514,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-17,h00v00,73.0,461.0,0.3450069,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-18,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-19,h00v00,73.0,461.0,0.3219681,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-20,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-21,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-22,h00v00,73.0,461.0,0.2877814,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-23,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-24,h00v00,73.0,461.0,0.3325097,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-25,h00v00,73.0,461.0,0.3564841,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-26,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-27,h00v00,73.0,461.0,0.3634332,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-28,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-02-29,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-01,h00v00,73.0,461.0,0.3096886,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-02,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-03,h00v00,73.0,461.0,0.3317441,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-04,h00v00,73.0,461.0,0.3004993,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-05,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-06,h00v00,73.0,461.0,0.3197309,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-07,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-08,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-09,h00v00,73.0,461.0,0.4004697,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-10,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-11,h00v00,73.0,461.0,0.3509128,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-12,h00v00,73.0,461.0,0.3283464,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-13,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-14,h00v00,73.0,461.0,0.2946329,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-15,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-16,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-17,h00v00,73.0,461.0,0.3024444,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-18,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-19,h00v00,73.0,461.0,0.2801381,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-20,h00v00,73.0,461.0,0.2697705,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-21,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-22,h00v00,73.0,461.0,0.2725668,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-23,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-24,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-25,h00v00,73.0,461.0,0.2477607,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-26,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-27,h00v00,73.0,461.0,0.3315862,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-28,h00v00,73.0,461.0,0.319592,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-29,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-30,h00v00,73.0,461.0,0.3500839,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-03-31,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-01,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-02,h00v00,73.0,461.0,0.3220776,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-03,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-04,h00v00,73.0,461.0,0.3408154,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-05,h00v00,73.0,461.0,0.2930851,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-06,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-07,h00v00,73.0,461.0,0.3185781,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-08,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-09,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-10,h00v00,73.0,461.0,0.2799781,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-11,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-12,h00v00,73.0,461.0,0.2625872,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-13,h00v00,73.0,461.0,0.2442946,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-14,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-15,h00v00,73.0,461.0,0.2099611,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-16,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-17,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-18,h00v00,73.0,461.0,0.1801383,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-19,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-20,h00v00,73.0,461.0,0.1616815,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-21,h00v00,73.0,461.0,0.1769077,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-22,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-23,h00v00,73.0,461.0,0.167196,0.0,Soil moisture retrieval has recommended quality,Soil moisture retrieval was attempted,Soil moisture retrieval was successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-24,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
none,centre,39.65,-7.65,2024-04-25,h00v00,73.0,461.0,-9999.0,7.0,Soil moisture retrieval has uncertain quality,Soil moisture retrieval was skipped,Soil moisture retrieval was not successful,Freeze/thaw state retrieval was successful,Not Used
